,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
4244,mau ketawa takut dosa tiket di batalkan 2 bulan baru di acc ..dan uang nya masih di kurangin biaya admin 25% dari harga tiket setelah di acc pembatalan tiket uang di transfer ke rekening yg di cantumkan tetapi uang nya tidak di kembalikan juga .. d m baking gue nrima pesan dp transferan dri KAI acces tetapi uangnya nggk ada sadar mind lu sama aja maling .. ingat akhirat aja hahaha,mau ketawa takut dosa tiket di batalkan bulan baru di acc dan uang nya masih di kurangin biaya admin dari harga tiket setelah di acc pembatalan tiket uang di transfer ke rekening yg di cantumkan tetapi uang nya tidak di kembalikan juga d m baking gue nrima pesan dp transferan dri kai acces tetapi uangnya nggk ada sadar mind lu sama aja maling ingat akhirat aja hahaha,mau ketawa takut dosa tiket di batal bulan baru di terima dan uang nya masih di rangin biaya admin dari harga tiket telah di terima batal tiket uang di transfer ke rekening yang di cantum tetapi uang nya tidak di kembali juga di m baking saya nrima pesan dp transfer dari kai acces tetapi uang tidak ada sadar mind kamu sama saja maling ingat akhirat saja hahaha,ketawa takut dosa tiket batal terima uang rangin biaya admin harga tiket terima batal tiket uang transfer rekening cantum uang baking nrima pesan transfer kai acces uang sadar mind maling akhirat hahaha,"['ketawa', 'takut', 'dosa', 'tiket', 'batal', 'terima', 'uang', 'rangin', 'biaya', 'admin', 'harga', 'tiket', 'terima', 'batal', 'tiket', 'uang', 'transfer', 'rekening', 'cantum', 'uang', 'baking', 'nrima', 'pesan', 'transfer', 'kai', 'acces', 'uang', 'sadar', 'mind', 'maling', 'akhirat', 'hahaha']",-4,negative
4245,"Aplikasi sangat membantu sekali, tidak ada masalah yg saya miliki terkait dengan aplilasi ini. Akan tetapi mohon maaf sebelumnya saya tidak bisa memberikan rating bagus, saya sedikit kesulitan saat akan memberikan masukan. TOLONG KALAU MEMANG KURSI / BANGKU DALAM KERETA SUDAH HABIS, TIDAK PERLU MENAMBAH TIKET BIAR TIDAK BERDIRI. SAYA BELI TANPA KURSI SAYA KIRA BAKAL SEPERTI KOMUTER TERNYATA TIDAK. SAYA PERJALANAN JAUH 4 JAM BERDIRI, MENDING DIKOSONGKAN TIKETNYA YA. (TOLONG PESAN INI DIHAYATI)",aplikasi sangat membantu sekali tidak ada masalah yg saya miliki terkait dengan aplilasi ini akan tetapi mohon maaf sebelumnya saya tidak bisa memberikan rating bagus saya sedikit kesulitan saat akan memberikan masukan tolong kalau memang kursi bangku dalam kereta sudah habis tidak perlu menambah tiket biar tidak berdiri saya beli tanpa kursi saya kira bakal seperti komuter ternyata tidak saya perjalanan jauh jam berdiri mending dikosongkan tiketnya ya tolong pesan ini dihayati,aplikasi sangat bantu sekali tidak ada masalah yang saya milik kait dengan aplilasi ini akan tetapi mohon maaf belum saya tidak bisa beri rating bagus saya sedikit sulit saat akan beri masuk tolong kalau memang kursi bangku dalam kereta sudah habis tidak perlu tambah tiket biar tidak diri saya beli tanpa kursi saya kira bakal seperti komuter nyata tidak saya jalan jauh jam diri lebih baik kosong tiket iya tolong pesan ini hayati,aplikasi bantu milik kait aplilasi mohon maaf rating bagus sulit masuk tolong kursi bangku kereta habis tiket biar beli kursi komuter nyata jalan jam kosong tiket tolong pesan hayati,"['aplikasi', 'bantu', 'milik', 'kait', 'aplilasi', 'mohon', 'maaf', 'rating', 'bagus', 'sulit', 'masuk', 'tolong', 'kursi', 'bangku', 'kereta', 'habis', 'tiket', 'biar', 'beli', 'kursi', 'komuter', 'nyata', 'jalan', 'jam', 'kosong', 'tiket', 'tolong', 'pesan', 'hayati']",2,positive
4246,Padahl WA saya terus ada pemberitahuan..tp masuk KAI access mau pesan tiket gak bisa.katanya aplikasinya saya sedang offline...kan aneh,padahl wa saya terus ada pemberitahuan tp masuk kai access mau pesan tiket gak bisa katanya aplikasinya saya sedang offline kan aneh,padahal wa saya terus ada pemberitahuan tapi masuk kai access mau pesan tiket tidak bisa kata aplikasi saya sedang offline kan aneh,pemberitahuan masuk kai access pesan tiket aplikasi offline aneh,"['pemberitahuan', 'masuk', 'kai', 'access', 'pesan', 'tiket', 'aplikasi', 'offline', 'aneh']",-1,negative
4247,Tiket yang sudah di transfer malah nggak muncul :( hilang uangnya deh. Update malah kacau,tiket yang sudah di transfer malah nggak muncul hilang uangnya deh update malah kacau,tiket yang sudah di transfer bahkan tidak muncul hilang uang deh perbarui bahkan kacau,tiket transfer muncul hilang uang deh perbarui kacau,"['tiket', 'transfer', 'muncul', 'hilang', 'uang', 'deh', 'perbarui', 'kacau']",-2,negative
4248,"Bagus dan membantu dlm pembelian tiket, Saran utk pembayaran menggunakan KAIpay apabila saldo kurang, kekurangannya bisa menggunakan metode yg lain",bagus dan membantu dlm pembelian tiket saran utk pembayaran menggunakan kaipay apabila saldo kurang kekurangannya bisa menggunakan metode yg lain,bagus dan bantu dalam beli tiket saran untuk bayar guna kaipay apabila saldo kurang kurang bisa guna metode yang lain,bagus bantu beli tiket saran bayar kaipay saldo metode,"['bagus', 'bantu', 'beli', 'tiket', 'saran', 'bayar', 'kaipay', 'saldo', 'metode']",2,positive
4249,Cara pembatalan gimana. Saya udah hampir 1 bulan tiket di batal tapi uang transferan tak kunjung masuk. Gimana solusinya,cara pembatalan gimana saya udah hampir bulan tiket di batal tapi uang transferan tak kunjung masuk gimana solusinya,cara batal bagaimana saya sudah hampir bulan tiket di batal tapi uang transfer tidak kunjung masuk bagaimana solusi,batal tiket batal uang transfer kunjung masuk solusi,"['batal', 'tiket', 'batal', 'uang', 'transfer', 'kunjung', 'masuk', 'solusi']",-1,negative
4250,Udah pesen udah bayar tp tiket tidak tertampilkan. Gimanaaa truss udah bayar loh. Kemarin lemot bgttt. Biaa2 malah hilang,udah pesen udah bayar tp tiket tidak tertampilkan gimanaaa truss udah bayar loh kemarin lemot bgttt biaa malah hilang,sudah pesan sudah bayar tapi tiket tidak tampil gimanaaa truss sudah bayar loh kemarin lambat sekali biaa bahkan hilang,pesan bayar tiket tampil gimanaaa truss bayar loh kemarin lambat biaa hilang,"['pesan', 'bayar', 'tiket', 'tampil', 'gimanaaa', 'truss', 'bayar', 'loh', 'kemarin', 'lambat', 'biaa', 'hilang']",-2,negative
4251,Payment lewat minimarket selalu gagal alasannya gangguan jadi harus kayak jaman dulu lagi beli tiket di stasiun duhh....,payment lewat minimarket selalu gagal alasannya gangguan jadi harus kayak jaman dulu lagi beli tiket di stasiun duhh,payment lewat minimarket selalu gagal alas ganggu jadi harus kayak jaman dulu lagi beli tiket di stasiun duhh,payment minimarket gagal alas ganggu kayak jaman beli tiket stasiun duhh,"['payment', 'minimarket', 'gagal', 'alas', 'ganggu', 'kayak', 'jaman', 'beli', 'tiket', 'stasiun', 'duhh']",-2,negative
4252,Error ya koq ga bisa psen tiket online.. Bntr² minta akun lg.. Udh versi terbaru pdhl,error ya koq ga bisa psen tiket online bntr minta akun lg udh versi terbaru pdhl,error iya kok tidak bisa pesan tiket online bntr minta akun lagi sudah versi baru padahal,error pesan tiket online bntr akun versi,"['error', 'pesan', 'tiket', 'online', 'bntr', 'akun', 'versi']",-1,negative
4253,"Loadingggg terus, mau pesen tiket malah muncul tulusan cek koneksi anda..padahal koneksi gk ada masalah",loadingggg terus mau pesen tiket malah muncul tulusan cek koneksi anda padahal koneksi gk ada masalah,loadingggg terus mau pesan tiket bahkan muncul tulus cek koneksi anda padahal koneksi tidak ada masalah,loadingggg pesan tiket muncul tulus cek koneksi koneksi,"['loadingggg', 'pesan', 'tiket', 'muncul', 'tulus', 'cek', 'koneksi', 'koneksi']",1,positive
4254,"Butuh sih,tapi buruk kualitasnya, sering sekali eror, timeout, dll padahal juga baru dibuka,diperbaiki tolong, TOLONG BGT UDAH CAPE BGT TAU GA SIH TIMEOUT2 TERUS,INI NIATNYA MEMPERMUDAH APA MEMPERSULIT SIH, Nih ya masa pas cek tiket timeout terus ga bisa diliat dong tiketnya GIMANA COBA KAI? Gajelas bgt lo",butuh sih tapi buruk kualitasnya sering sekali eror timeout dll padahal juga baru dibuka diperbaiki tolong tolong bgt udah cape bgt tau ga sih timeout terus ini niatnya mempermudah apa mempersulit sih nih ya masa pas cek tiket timeout terus ga bisa diliat dong tiketnya gimana coba kai gajelas bgt lo,butuh sih tapi buruk kualitas sering sekali eror timeout dan lain-lain padahal juga baru buka baik tolong tolong banget sudah capek banget tahu tidak sih timeout terus ini niat mudah apa sulit sih ini iya masa pas cek tiket timeout terus tidak bisa lihat dong tiket bagaimana coba kai gajelas banget kamu,butuh buruk kualitas eror timeout lain-lain buka tolong tolong capek timeout niat mudah sulit cek tiket timeout lihat tiket coba kai gajelas,"['butuh', 'buruk', 'kualitas', 'eror', 'timeout', 'lain-lain', 'buka', 'tolong', 'tolong', 'capek', 'timeout', 'niat', 'mudah', 'sulit', 'cek', 'tiket', 'timeout', 'lihat', 'tiket', 'coba', 'kai', 'gajelas']",-3,negative
4255,Setelah diperbarui kok malah gabisa dibuka sih aplikasinya. Mau pesen tiket jadi susah,setelah diperbarui kok malah gabisa dibuka sih aplikasinya mau pesen tiket jadi susah,telah baru kok bahkan tidak bisa buka sih aplikasi mau pesan tiket jadi susah,buka aplikasi pesan tiket susah,"['buka', 'aplikasi', 'pesan', 'tiket', 'susah']",-1,negative
4256,Bismillah sebelumnya saya ucapkan terima kasih aplikasi dengan ini sangat membantu sekali.. Ijin tanya saya mau cancel tiket kereta actual nya eror terus itu kenapa ya.. mohon bantuan nya ..?,bismillah sebelumnya saya ucapkan terima kasih aplikasi dengan ini sangat membantu sekali ijin tanya saya mau cancel tiket kereta actual nya eror terus itu kenapa ya mohon bantuan nya,bismillah belum saya ucap terima kasih aplikasi dengan ini sangat bantu sekali ijin tanya saya mau cancel tiket kereta actual nya eror terus itu kenapa iya mohon bantu nya,bismillah terima kasih aplikasi bantu ijin cancel tiket kereta actual eror mohon bantu,"['bismillah', 'terima', 'kasih', 'aplikasi', 'bantu', 'ijin', 'cancel', 'tiket', 'kereta', 'actual', 'eror', 'mohon', 'bantu']",3,positive
4258,"Kacauu !!!!! Mesen tiket gagal something went wrong, 500 internal server error' terossss padahal koneksi sy lancar sekalii,",kacauu mesen tiket gagal something went wrong internal server error terossss padahal koneksi sy lancar sekalii,kacau mesen tiket gagal something went wrong internal server error terossss padahal koneksi saya lancar sekali,kacau mesen tiket gagal something went wrong internal server error terossss koneksi lancar,"['kacau', 'mesen', 'tiket', 'gagal', 'something', 'went', 'wrong', 'internal', 'server', 'error', 'terossss', 'koneksi', 'lancar']",-2,negative
4259,"Sering eror dan gagal beli tiket belakangan ini..tlg diperbaiki aplikasinya..dulu sangat membantu, sekarang menurun",sering eror dan gagal beli tiket belakangan ini tlg diperbaiki aplikasinya dulu sangat membantu sekarang menurun,sering eror dan gagal beli tiket belakang ini tolong baik aplikasi dulu sangat bantu sekarang turun,eror gagal beli tiket tolong aplikasi bantu turun,"['eror', 'gagal', 'beli', 'tiket', 'tolong', 'aplikasi', 'bantu', 'turun']",-2,negative
4260,"Tiba* akunku hilang,jadinya bingung buat ngebatalin tiket mudik PP,mau reset password gak bisa* juga. Masa iya harus ke CS di stasiun ?",tiba akunku hilang jadinya bingung buat ngebatalin tiket mudik pp mau reset password gak bisa juga masa iya harus ke cs di stasiun,tiba akun hilang jadi bingung buat ngebatalin tiket mudik pulang pergi mau reset password tidak bisa juga masa iya harus ke cs di stasiun,akun hilang bingung ngebatalin tiket mudik pulang pergi reset password stasiun,"['akun', 'hilang', 'bingung', 'ngebatalin', 'tiket', 'mudik', 'pulang', 'pergi', 'reset', 'password', 'stasiun']",-3,negative
4261,"Sangat membantu dalam pemesanan tiket kereta api Memudahkan kita jga dalam segi waktu dan tempat, tidak usah repot2 ke stasiun untuk pesan tiket",sangat membantu dalam pemesanan tiket kereta api memudahkan kita jga dalam segi waktu dan tempat tidak usah repot ke stasiun untuk pesan tiket,sangat bantu dalam mesan tiket kereta api mudah kita juga dalam segi waktu dan tempat tidak perlu repot ke stasiun untuk pesan tiket,bantu mesan tiket kereta api mudah segi repot stasiun pesan tiket,"['bantu', 'mesan', 'tiket', 'kereta', 'api', 'mudah', 'segi', 'repot', 'stasiun', 'pesan', 'tiket']",1,positive
4262,Lebih simple booking tiket dengan aplikasi KAI Acces. Ke depan aplikasinya semoga makin mudah dipakai,lebih simple booking tiket dengan aplikasi kai acces ke depan aplikasinya semoga makin mudah dipakai,lebih simple pesan tiket dengan aplikasi kai acces ke depan aplikasi moga makin mudah pakai,simple pesan tiket aplikasi kai acces aplikasi moga mudah pakai,"['simple', 'pesan', 'tiket', 'aplikasi', 'kai', 'acces', 'aplikasi', 'moga', 'mudah', 'pakai']",1,positive
4263,"Sudah beli tiket, link aja kepotong di transaksi dan riwayat tidak keluar. Hilang uang saya",sudah beli tiket link aja kepotong di transaksi dan riwayat tidak keluar hilang uang saya,sudah beli tiket link saja potong di transaksi dan riwayat tidak keluar hilang uang saya,beli tiket link potong transaksi riwayat hilang uang,"['beli', 'tiket', 'link', 'potong', 'transaksi', 'riwayat', 'hilang', 'uang']",-1,negative
4264,"Ini gimana sih aplikasi. Masa kaya gini, mau pesan tiket, tulisannya 'ANDA SEDANG OFFLINE' melulu ?",ini gimana sih aplikasi masa kaya gini mau pesan tiket tulisannya anda sedang offline melulu,ini bagaimana sih aplikasi masa kaya gin mau pesan tiket tulis anda sedang offline melulu,aplikasi kaya pesan tiket tulis offline melulu,"['aplikasi', 'kaya', 'pesan', 'tiket', 'tulis', 'offline', 'melulu']",-1,negative
4265,Bagus. Mempermudah informasi perjalanan KA dan mempermudah memperoleh tiket.,bagus mempermudah informasi perjalanan ka dan mempermudah memperoleh tiket,bagus mudah informasi jalan kakak dan mudah oleh tiket,bagus mudah informasi jalan kakak mudah tiket,"['bagus', 'mudah', 'informasi', 'jalan', 'kakak', 'mudah', 'tiket']",3,positive
4266,aplikasi bagus dan mudah diakses shg membantu kami yg membutuhkan tiket dg mudah dan tanpa antri,aplikasi bagus dan mudah diakses shg membantu kami yg membutuhkan tiket dg mudah dan tanpa antri,aplikasi bagus dan mudah akses sehingga bantu kami yang butuh tiket dengan mudah dan tanpa antri,aplikasi bagus mudah akses bantu butuh tiket mudah antri,"['aplikasi', 'bagus', 'mudah', 'akses', 'bantu', 'butuh', 'tiket', 'mudah', 'antri']",4,positive
4268,"Mudah tanpa biaya admin pembayarannya, ga perlu pake tiket cukup liatin boarding pass di hp 😁",mudah tanpa biaya admin pembayarannya ga perlu pake tiket cukup liatin boarding pass di hp,mudah tanpa biaya admin bayar tidak perlu pakai tiket cukup liatin boarding pass di hp,mudah biaya admin bayar pakai tiket liatin boarding pass,"['mudah', 'biaya', 'admin', 'bayar', 'pakai', 'tiket', 'liatin', 'boarding', 'pass']",1,positive
4269,"Untuk membatalkan tiket knpa gak bisa yaa? Sdh sy klik pembtalan ,tmpilan selalu tdk ada tiket ! Padahal klik dibgian kolom tiket sdh lunas byar unt PP, n jrak kberangkatan msh 3hr lgi",untuk membatalkan tiket knpa gak bisa yaa sdh sy klik pembtalan tmpilan selalu tdk ada tiket padahal klik dibgian kolom tiket sdh lunas byar unt pp n jrak kberangkatan msh hr lgi,untuk batal tiket kenapa tidak bisa yaa sudah saya klik pembtalan tmpilan selalu tidak ada tiket padahal klik dibgian kolom tiket sudah lunas bayar unt pulang pergi dan jrak kberangkatan masih hari lagi,batal tiket yaa klik pembtalan tmpilan tiket klik dibgian kolom tiket lunas bayar unt pulang pergi jrak kberangkatan,"['batal', 'tiket', 'yaa', 'klik', 'pembtalan', 'tmpilan', 'tiket', 'klik', 'dibgian', 'kolom', 'tiket', 'lunas', 'bayar', 'unt', 'pulang', 'pergi', 'jrak', 'kberangkatan']",-1,negative
4271,saya keberatan dengan tidak bolehnya beli tiket secara manual karna ibu dan ayah saya gak bisa tehnologi dan kalau saya yang order di luar kota sayapun harus pesan juga dan sekarang ini saya tidak bisa melakukan pembayaran karna masih harus dwonloat link ajja dan hp saya tidak dapat mendwonloatx ini sangat menyusahkan saya karna ibu dan ayah saya tidak dapet memeaan tiket sbelum 3 jam keberangkatan sedangkan 3 jam itu tiket bisa2 habis dan mungkin tersisa yang berdiri..,saya keberatan dengan tidak bolehnya beli tiket secara manual karna ibu dan ayah saya gak bisa tehnologi dan kalau saya yang order di luar kota sayapun harus pesan juga dan sekarang ini saya tidak bisa melakukan pembayaran karna masih harus dwonloat link ajja dan hp saya tidak dapat mendwonloatx ini sangat menyusahkan saya karna ibu dan ayah saya tidak dapet memeaan tiket sbelum jam keberangkatan sedangkan jam itu tiket bisa habis dan mungkin tersisa yang berdiri,saya berat dengan tidak boleh beli tiket cara manual karena ibu dan ayah saya tidak bisa tehnologi dan kalau saya yang order di luar kota saya harus pesan juga dan sekarang ini saya tidak bisa laku bayar karena masih harus dwonloat link ajja dan hp saya tidak dapat mendwonloatx ini sangat susah saya karena ibu dan ayah saya tidak dapat memeaan tiket sebelum jam berangkat sedang jam itu tiket bisa habis dan mungkin sisa yang diri,berat beli tiket manual ayah tehnologi order kota pesan laku bayar dwonloat link ajja mendwonloatx susah ayah memeaan tiket jam berangkat jam tiket habis sisa,"['berat', 'beli', 'tiket', 'manual', 'ayah', 'tehnologi', 'order', 'kota', 'pesan', 'laku', 'bayar', 'dwonloat', 'link', 'ajja', 'mendwonloatx', 'susah', 'ayah', 'memeaan', 'tiket', 'jam', 'berangkat', 'jam', 'tiket', 'habis', 'sisa']",-1,negative
4273,Aplikasi tai. Pembaharuan bukan nya bagus malah kaya tai anjing. Sudah terdaftar login malah susah masuk. Sudah beli tiket pula . Aplikasi ga guna 👎👎👎,aplikasi tai pembaharuan bukan nya bagus malah kaya tai anjing sudah terdaftar login malah susah masuk sudah beli tiket pula aplikasi ga guna,aplikasi kotoran baharu bukan nya bagus bahkan kaya kotoran anjing sudah daftar login bahkan susah masuk sudah beli tiket pula aplikasi tidak guna,aplikasi kotoran baharu bagus kaya kotoran anjing daftar login susah masuk beli tiket aplikasi,"['aplikasi', 'kotoran', 'baharu', 'bagus', 'kaya', 'kotoran', 'anjing', 'daftar', 'login', 'susah', 'masuk', 'beli', 'tiket', 'aplikasi']",-1,negative
4274,"Petugasnya semua ramah... Sampai ketika saya tidak paham ketika membeli tiket untuk melanjutkan perjalanan dari Purwarejo, Petugasnya nyamperin ke bangku penumpang... Semoga KAI makin sukses.. Dan makin oke pelayanannya.",petugasnya semua ramah sampai ketika saya tidak paham ketika membeli tiket untuk melanjutkan perjalanan dari purwarejo petugasnya nyamperin ke bangku penumpang semoga kai makin sukses dan makin oke pelayanannya,tugas semua ramah sampai ketika saya tidak paham ketika beli tiket untuk lanjut jalan dari purwarejo tugas nyamperin ke bangku tumpang moga kai makin sukses dan makin oke layan,tugas ramah paham beli tiket jalan purwarejo tugas nyamperin bangku tumpang moga kai sukses layan,"['tugas', 'ramah', 'paham', 'beli', 'tiket', 'jalan', 'purwarejo', 'tugas', 'nyamperin', 'bangku', 'tumpang', 'moga', 'kai', 'sukses', 'layan']",2,positive
4277,Aplikasi yang dapat membantu melihat jadwal kereta serta memesanan tiket kereta dengan mudah ^^,aplikasi yang dapat membantu melihat jadwal kereta serta memesanan tiket kereta dengan mudah,aplikasi yang dapat bantu lihat jadwal kereta serta mesan tiket kereta dengan mudah,aplikasi bantu lihat jadwal kereta mesan tiket kereta mudah,"['aplikasi', 'bantu', 'lihat', 'jadwal', 'kereta', 'mesan', 'tiket', 'kereta', 'mudah']",2,positive
